StationID	LabNumber	DateSampledFormatted	DateSampled	RelativeDepthSample	Parameter	Result	ParameterGroup	HUC	County	EcoRegion	Description	ADEQPlSeg
ARK0020 	87300	7/27/1999 1:49:00 PM	7/27/1999 1:49:00 PM		Chloride (mg/l)	6.50	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	87908	8/31/1999 3:30:00 PM	8/31/1999 3:30:00 PM		Chloride (mg/l)	70.5	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	88228	9/28/1999 1:40:00 PM	9/28/1999 1:40:00 PM		Chloride (mg/l)	95.3	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	88614	10/26/1999 2:10:00 PM	10/26/1999 2:10:00 PM		Chloride (mg/l)	108	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	88765	11/16/1999 3:36:00 PM	11/16/1999 3:36:00 PM		Chloride (mg/l)	77.31	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	89086	12/14/1999 1:05:00 PM	12/14/1999 1:05:00 PM		Chloride (mg/l)	114.68	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	89397	1/18/2000 6:05:00 PM	1/18/2000 6:05:00 PM		Chloride (mg/l)	102.36	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	89658	2/15/2000 1:37:00 PM	2/15/2000 1:37:00 PM		Chloride (mg/l)	89.22	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	90104	3/21/2000 1:30:00 PM	3/21/2000 1:30:00 PM		Chloride (mg/l)	4.72	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	90460	4/18/2000 2:40:00 PM	4/18/2000 2:40:00 PM		Chloride (mg/l)	98.0	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	90919	5/23/2000 2:09:00 PM	5/23/2000 2:09:00 PM		Chloride (mg/l)	55.1	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	91373	6/20/2000 1:20:00 PM	6/20/2000 1:20:00 PM		Chloride (mg/l)	82.2	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	91747	7/25/2000 2:00:00 PM	7/25/2000 2:00:00 PM		Chloride (mg/l)	61.84	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	92081	8/22/2000 1:50:00 PM	8/22/2000 1:50:00 PM		Chloride (mg/l)	88	Minerals, Anions, TDS	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
