StationID	LabNumber	DateSampledFormatted	DateSampled	RelativeDepthSample	Parameter	Result	ParameterGroup	HUC	County	EcoRegion	Description	ADEQPlSeg
ARK0020 	2008-2307	7/29/2008 1:15:00 PM	7/29/2008 1:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2008-2787	9/16/2008 1:45:00 PM	9/16/2008 1:45:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2008-2921	10/7/2008 2:00:00 PM	10/7/2008 2:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2008-3181	11/4/2008 2:00:00 PM	11/4/2008 2:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2009-0271	1/27/2009 10:40:00 AM	1/27/2009 10:40:00 AM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2009-0767	3/24/2009 1:15:00 PM	3/24/2009 1:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2009-1270	5/19/2009 2:00:00 PM	5/19/2009 2:00:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2009-1747	7/14/2009 1:30:00 PM	7/14/2009 1:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2009-2516	9/22/2009 1:30:00 PM	9/22/2009 1:30:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
ARK0020 	2009-2964	11/3/2009 2:15:00 PM	11/3/2009 2:15:00 PM		Cadmium (ug/l)	U	Metals	08020401	Arkansas	Mississippi Alluvial Plain	Arkansas River at Lock and Dam No. 2	3A
